queue	lemma	cltk_upos	corpus_occurrences_upper_bound	pilot_lemma_occurrences	pilot_document_count	contributing_form_count	ambiguous_form_count	dictionary_support	dictionary_sources	dictionary_entry_count	pos_assessment	also_in_structural_stage	top_forms
abbreviation_or_editorial	offus	NOUN	488	68	68	1	0	none	[]	0	unknown	False	"[{""form"":""off"",""corpus_occurrences"":488,""pilot_occurrences"":68,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	men	PROPN	348	3	2	1	0	none	[]	0	unknown	False	"[{""form"":""men"",""corpus_occurrences"":348,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	rom	NUM	343	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""rom"",""corpus_occurrences"":343,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	papitulum	NOUN	331	13	13	1	0	none	[]	0	unknown	False	"[{""form"":""pap"",""corpus_occurrences"":331,""pilot_occurrences"":13,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	sio	VERB	213	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""siet"",""corpus_occurrences"":213,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	am	NUM	156	4	4	1	0	single_source	"[""gaffiot""]"	1	unknown	False	"[{""form"":""am"",""corpus_occurrences"":156,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	muc	NUM	155	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""muc"",""corpus_occurrences"":155,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	daniel	PROPN	136	2	2	1	1	corroborated_independent	"[""gaffiot"",""ls_dict""]"	2	unknown	False	"[{""form"":""dan"",""corpus_occurrences"":136,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	dan	PROPN	136	4	3	1	1	single_source	"[""gaffiot""]"	1	unknown	False	"[{""form"":""dan"",""corpus_occurrences"":136,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ex	ADP	134	1	1	1	0	corroborated_independent	"[""faria-v2-retificado"",""gaffiot"",""ls_dict""]"	10	compatible	False	"[{""form"":""y"",""corpus_occurrences"":134,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	cogna	NOUN	132	6	6	1	0	none	[]	0	unknown	False	"[{""form"":""cogn"",""corpus_occurrences"":132,""pilot_occurrences"":6,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	tribicus	ADJ	130	4	4	1	0	none	[]	0	unknown	False	"[{""form"":""trib"",""corpus_occurrences"":130,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	um	NOUN	122	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""um"",""corpus_occurrences"":122,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	um	NUM	122	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""um"",""corpus_occurrences"":122,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	um	X	122	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""um"",""corpus_occurrences"":122,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ta	NOUN	121	3	3	1	1	none	[]	0	unknown	False	"[{""form"":""ta"",""corpus_occurrences"":121,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ta	NUM	121	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""ta"",""corpus_occurrences"":121,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	mag	NUM	121	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mag"",""corpus_occurrences"":121,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	omnis	NOUN	117	4	4	1	1	corroborated_independent	"[""faria-v2-retificado"",""latin-german"",""ls_dict""]"	5	conflict	False	"[{""form"":""omn"",""corpus_occurrences"":117,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	omn	NUM	117	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""omn"",""corpus_occurrences"":117,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	us	NOUN	110	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""us"",""corpus_occurrences"":110,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	cassalatio	NOUN	97	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cass"",""corpus_occurrences"":97,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	pen	NOUN	76	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""pen"",""corpus_occurrences"":76,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ars	NOUN	73	1	1	1	0	corroborated_independent	"[""faria-v2-retificado"",""gaffiot"",""latin-german"",""ls_dict""]"	7	compatible	False	"[{""form"":""art"",""corpus_occurrences"":73,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	sa	X	66	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sa"",""corpus_occurrences"":66,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ou	VERB	56	1	1	1	0	review_only	"[""faria-v2-retificado""]"	1	conflict	False	"[{""form"":""ou"",""corpus_occurrences"":56,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	cago	NUM	53	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""ca"",""corpus_occurrences"":53,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	publus	ADJ	53	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""publ"",""corpus_occurrences"":53,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	co	NOUN	52	1	1	1	0	single_source	"[""faria-v2-retificado""]"	2	compatible	False	"[{""form"":""co"",""corpus_occurrences"":52,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ty	NOUN	52	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ty"",""corpus_occurrences"":52,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	urben	ADJ	51	17	17	1	0	none	[]	0	unknown	False	"[{""form"":""urb"",""corpus_occurrences"":51,""pilot_occurrences"":17,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	cens	NOUN	50	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""cens"",""corpus_occurrences"":50,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	le	SCONJ	50	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""le"",""corpus_occurrences"":50,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	el	CCONJ	41	1	1	1	0	single_source	"[""faria-v2-retificado""]"	1	conflict	False	"[{""form"":""el"",""corpus_occurrences"":41,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	tabanus	ADJ	40	1	1	1	0	single_source	"[""ls_dict""]"	1	unknown	False	"[{""form"":""tab"",""corpus_occurrences"":40,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	pes	X	39	1	1	1	1	corroborated_independent	"[""faria-v2-retificado"",""latin-german"",""ls_dict""]"	7	unknown	False	"[{""form"":""pe"",""corpus_occurrences"":39,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	peus	NOUN	39	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""pe"",""corpus_occurrences"":39,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	veo	VERB	37	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""verb"",""corpus_occurrences"":37,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ra	NOUN	36	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""ra"",""corpus_occurrences"":36,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	on	NUM	35	1	1	1	0	single_source	"[""gaffiot""]"	1	unknown	False	"[{""form"":""on"",""corpus_occurrences"":35,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ms	NUM	35	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ms"",""corpus_occurrences"":35,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ia	NUM	34	2	2	1	1	review_only	"[""faria-v2-retificado""]"	1	conflict	False	"[{""form"":""ia"",""corpus_occurrences"":34,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ia	X	34	1	1	1	1	review_only	"[""faria-v2-retificado""]"	1	unknown	False	"[{""form"":""ia"",""corpus_occurrences"":34,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	lectum	NOUN	33	2	2	1	0	single_source	"[""latin-german""]"	1	compatible	False	"[{""form"":""lect"",""corpus_occurrences"":33,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ce	X	32	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""ce"",""corpus_occurrences"":32,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	od	NUM	28	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""od"",""corpus_occurrences"":28,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	od	X	28	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""od"",""corpus_occurrences"":28,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ds	NUM	24	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ds"",""corpus_occurrences"":24,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	co	VERB	16	1	1	1	0	single_source	"[""faria-v2-retificado""]"	2	conflict	False	"[{""form"":""cu"",""corpus_occurrences"":16,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	om	NOUN	15	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""om"",""corpus_occurrences"":15,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	mo	NOUN	12	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mo"",""corpus_occurrences"":12,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	aran	PROPN	11	4	1	1	1	none	[]	0	unknown	False	"[{""form"":""aran"",""corpus_occurrences"":11,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	arano	NOUN	11	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""aran"",""corpus_occurrences"":11,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
abbreviation_or_editorial	ax	NOUN	11	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ax"",""corpus_occurrences"":11,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	den	NUM	11	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""den"",""corpus_occurrences"":11,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	portus	NOUN	9	1	1	1	0	corroborated_independent	"[""faria-v2-retificado"",""latin-german"",""ls_dict""]"	3	compatible	False	"[{""form"":""port"",""corpus_occurrences"":9,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	hw	NUM	9	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hw"",""corpus_occurrences"":9,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ltes	X	9	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lt"",""corpus_occurrences"":9,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	mn	NOUN	9	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mn"",""corpus_occurrences"":9,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	gt	NUM	8	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""gt"",""corpus_occurrences"":8,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ndo	VERB	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ns"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	mer	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""mer"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	ib	NUM	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ib"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	hom	NUM	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hom"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	meza	PROPN	3	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""meza"",""corpus_occurrences"":3,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	nr	NUM	3	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nr"",""corpus_occurrences"":3,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	go	NUM	2	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""go"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	bt	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""bt"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	cincerthius	ADJ	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cinc"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	let	NOUN	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""let"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
abbreviation_or_editorial	rs	NUM	1	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""rs"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	aprila	PROPN	995	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""april"",""corpus_occurrences"":995,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	ka	X	447	8	1	1	1	none	[]	0	unknown	False	"[{""form"":""kai"",""corpus_occurrences"":447,""pilot_occurrences"":8,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	kaus	PROPN	447	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""kai"",""corpus_occurrences"":447,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	ka	NOUN	447	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""kai"",""corpus_occurrences"":447,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	isaacus	NOUN	317	5	3	1	1	none	[]	0	unknown	True	"[{""form"":""isaac"",""corpus_occurrences"":317,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	cornelium	PROPN	282	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""cornelio"",""corpus_occurrences"":282,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gracchum	PROPN	222	2	2	2	1	none	[]	0	unknown	False	"[{""form"":""gracchi"",""corpus_occurrences"":121,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true},{""form"":""graccho"",""corpus_occurrences"":101,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	iavolenus	NOUN	222	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""iavolenus"",""corpus_occurrences"":222,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	iavolenus	PROPN	222	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""iavolenus"",""corpus_occurrences"":222,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	philisthia	NOUN	209	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""philisthiim"",""corpus_occurrences"":209,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	curul	NUM	209	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""curul"",""corpus_occurrences"":209,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	esauis	NOUN	178	4	2	1	1	none	[]	0	unknown	False	"[{""form"":""esau"",""corpus_occurrences"":178,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	ephraima	NOUN	176	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""ephraim"",""corpus_occurrences"":176,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	troias	ADJ	163	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""troiae"",""corpus_occurrences"":163,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	scaevolum	NOUN	162	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""scaevola"",""corpus_occurrences"":162,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	eutychianus	NOUN	154	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""eutychiano"",""corpus_occurrences"":154,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	caecilis	ADJ	146	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""caecilius"",""corpus_occurrences"":146,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	josephio	PROPN	143	4	3	1	1	none	[]	0	unknown	False	"[{""form"":""joseph"",""corpus_occurrences"":143,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	josephos	NOUN	143	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""joseph"",""corpus_occurrences"":143,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	josco	VERB	143	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""joseph"",""corpus_occurrences"":143,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	josephio	NOUN	143	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""joseph"",""corpus_occurrences"":143,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	prio	VERB	136	2	2	2	0	none	[]	0	unknown	False	"[{""form"":""priamus"",""corpus_occurrences"":125,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""pri"",""corpus_occurrences"":11,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cainus	PROPN	127	13	1	1	1	none	[]	0	unknown	False	"[{""form"":""cain"",""corpus_occurrences"":127,""pilot_occurrences"":13,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	cainar	NOUN	127	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""cain"",""corpus_occurrences"":127,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	cainum	NOUN	127	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""cain"",""corpus_occurrences"":127,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	galaa	NOUN	123	4	2	1	1	none	[]	0	unknown	False	"[{""form"":""galaad"",""corpus_occurrences"":123,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	galaadis	ADJ	123	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""galaad"",""corpus_occurrences"":123,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	gracchum	NOUN	121	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""gracchi"",""corpus_occurrences"":121,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jordanus	NOUN	117	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""jordanem"",""corpus_occurrences"":117,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	twn	NUM	114	4	2	1	1	none	[]	0	unknown	False	"[{""form"":""twn"",""corpus_occurrences"":114,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	twn	NOUN	114	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""twn"",""corpus_occurrences"":114,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	tyrium	NOUN	112	4	4	2	1	none	[]	0	unknown	False	"[{""form"":""tyrii"",""corpus_occurrences"":70,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":true},{""form"":""tyrios"",""corpus_occurrences"":42,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	euphraten	NOUN	107	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""euphraten"",""corpus_occurrences"":107,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	trebate	PART	102	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""trebatius"",""corpus_occurrences"":102,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	benjam	ADJ	98	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""benjamin"",""corpus_occurrences"":98,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	benjamen	PROPN	98	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""benjamin"",""corpus_occurrences"":98,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	benjamium	NOUN	98	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""benjamin"",""corpus_occurrences"":98,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	benjamina	ADJ	98	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""benjamin"",""corpus_occurrences"":98,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	gar	PROPN	96	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gar"",""corpus_occurrences"":96,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ruben	PROPN	89	11	7	1	1	none	[]	0	unknown	True	"[{""form"":""ruben"",""corpus_occurrences"":89,""pilot_occurrences"":11,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	ruben	NOUN	89	1	1	1	1	none	[]	0	unknown	True	"[{""form"":""ruben"",""corpus_occurrences"":89,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	sem	NOUN	87	14	3	1	0	none	[]	0	unknown	True	"[{""form"":""sem"",""corpus_occurrences"":87,""pilot_occurrences"":14,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	aeneanis	ADJ	87	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""aenean"",""corpus_occurrences"":87,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	argis	NOUN	85	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""argis"",""corpus_occurrences"":85,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	heber	NOUN	84	2	2	2	1	none	[]	0	unknown	False	"[{""form"":""heber"",""corpus_occurrences"":57,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true},{""form"":""hebrum"",""corpus_occurrences"":27,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mesopotamius	NOUN	83	7	6	1	0	none	[]	0	unknown	False	"[{""form"":""mesopotamia"",""corpus_occurrences"":83,""pilot_occurrences"":7,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lucilis	ADJ	83	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""lucilius"",""corpus_occurrences"":83,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	roscus	NOUN	79	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""roscius"",""corpus_occurrences"":79,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gad	PROPN	76	3	3	1	1	none	[]	0	unknown	False	"[{""form"":""gad"",""corpus_occurrences"":76,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	bethleh	PROPN	76	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""bethlehem"",""corpus_occurrences"":76,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gadobus	NOUN	76	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""gad"",""corpus_occurrences"":76,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	pyrrhum	NOUN	76	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""pyrrho"",""corpus_occurrences"":76,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hebron	PROPN	74	4	3	1	1	none	[]	0	unknown	False	"[{""form"":""hebron"",""corpus_occurrences"":74,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	hebron	NOUN	74	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""hebron"",""corpus_occurrences"":74,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	hout	NUM	70	70	66	1	0	none	[]	0	unknown	False	"[{""form"":""hout"",""corpus_occurrences"":70,""pilot_occurrences"":70,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	bethel	PROPN	70	11	5	1	0	none	[]	0	unknown	False	"[{""form"":""bethel"",""corpus_occurrences"":70,""pilot_occurrences"":11,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	estin	PROPN	70	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""estin"",""corpus_occurrences"":70,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	iordanes	NOUN	70	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""iordanem"",""corpus_occurrences"":70,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ofilis	ADJ	66	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""ofilius"",""corpus_occurrences"":66,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	rachel	PROPN	65	26	7	1	1	none	[]	0	unknown	True	"[{""form"":""rachel"",""corpus_occurrences"":65,""pilot_occurrences"":26,""ambiguous_cltk_lemma"":true}]"
